fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
9.78,03-06-2023 23:44,-73.96151462,40.76383088,-73.99795143,40.77298914,1
10.04,17-10-2023 20:45,-73.98187917,40.72241951,-73.98910747,40.75359508,6
7.77,31-12-2023 12:42,-73.96657773,40.72568611,-73.99777197,40.73757977,3
10.4,22-11-2023 08:55,-73.95938257,40.72040729,-73.95678429,40.76122029,2
12.36,16-11-2023 05:25,-73.98208157,40.72917659,-73.9584881,40.76825419,3
11.54,31-05-2023 11:52,-73.96289673,40.7241394,-73.99984781,40.75683548,4
12.15,01-09-2023 05:13,-73.98104085,40.77974814,-73.96436699,40.73214968,5
6.33,20-01-2023 03:54,-73.98681024,40.7373286,-73.98816144,40.72661731,5
12.12,08-06-2023 06:58,-73.97843455,40.72895608,-73.96882974,40.77159398,1
4.4,20-04-2023 04:54,-73.96944872,40.73445978,-73.98039791,40.73408124,6
14.33,10-08-2023 09:22,-73.96638708,40.77616753,-73.98168126,40.72120495,1
8.16,17-08-2023 16:33,-73.98859582,40.75120961,-73.95712291,40.75857413,3
5.48,18-10-2023 03:05,-73.97572078,40.74188909,-73.97178214,40.72917312,6
9.62,13-10-2023 01:45,-73.95540775,40.77240349,-73.99585392,40.77945819,3
12.56,26-05-2023 03:11,-73.95142123,40.74369942,-74.00335446,40.77218385,2
10.44,06-07-2023 14:46,-73.99636511,40.74010051,-73.95399559,40.75650674,4
10.2,06-09-2023 11:29,-73.99843013,40.73243695,-74.00079684,40.77003194,3
5.11,19-02-2023 11:53,-73.96939886,40.74266781,-73.96595541,40.74823214,3
8.75,26-07-2023 03:53,-73.98511897,40.73900106,-73.98024903,40.76730917,1
5.18,15-11-2023 10:54,-74.00854666,40.76063824,-74.00159608,40.75879201,6
8.45,17-07-2023 16:07,-73.98918829,40.73737496,-73.96340066,40.72171868,4
7.28,27-03-2023 03:59,-73.96159532,40.75463198,-73.95573093,40.77692546,1
13.91,12-08-2023 16:37,-73.96215438,40.72395353,-74.0027096,40.77165517,2
12.47,09-06-2023 09:56,-73.98031889,40.73147735,-74.00597467,40.77720444,3
8.12,28-10-2023 13:09,-73.98164532,40.74444432,-73.959009,40.76388196,6
8.83,21-10-2023 14:13,-73.97522955,40.77621696,-73.97994279,40.74472366,3
7.81,13-02-2023 15:43,-73.9968362,40.74263512,-73.96952788,40.73241911,3
8.14,04-01-2023 12:49,-73.97843738,40.75984445,-73.98351118,40.73079978,5
6.86,13-01-2023 12:42,-74.00933722,40.73530523,-73.9852543,40.72869497,4
5.2,28-07-2023 18:43,-73.98146643,40.72762201,-73.99202045,40.73323658,1
9.94,30-12-2023 00:13,-73.98983694,40.7235122,-73.97622431,40.75303816,1
10.39,12-10-2023 05:10,-73.96950782,40.73832481,-74.00041153,40.7610247,1
5.94,30-01-2023 08:28,-73.97169878,40.72945966,-73.96696615,40.73884339,2
7.15,20-06-2023 12:58,-73.98714985,40.73044063,-73.97703422,40.75292482,5
12.47,16-09-2023 05:53,-74.00956362,40.76564556,-73.95914875,40.74047516,2
13.83,28-06-2023 07:34,-73.99486358,40.72095028,-73.95473915,40.7617906,4
8.96,28-05-2023 18:36,-73.97199913,40.75346861,-73.95596479,40.77930917,1
10.11,09-05-2023 22:09,-74.0056576,40.74276768,-73.97392615,40.76134102,1
9.66,02-09-2023 15:39,-74.00354145,40.750393,-73.99087594,40.72354183,1
6.93,25-10-2023 16:23,-73.9711779,40.75376981,-73.98856982,40.7486341,3
9.69,13-10-2023 17:54,-73.96465396,40.73880206,-73.97084784,40.76622325,3
8.4,04-05-2023 10:55,-73.99070702,40.73770653,-73.96728197,40.7525345,6
7.62,09-07-2023 16:47,-73.98061962,40.76400411,-74.00032287,40.77706378,1
13.28,20-04-2023 16:16,-73.95325732,40.77227662,-73.95012304,40.7232863,1
10.5,21-04-2023 02:57,-73.95326739,40.7315549,-74.00354981,40.73746933,3
5.45,04-04-2023 08:55,-73.99154983,40.72585713,-73.97357447,40.73324309,2
5.4,14-04-2023 03:41,-73.96140073,40.77386775,-73.97813858,40.76605733,5
6.18,02-04-2023 18:48,-73.97436336,40.74099373,-73.97454071,40.75142758,2
9.35,15-11-2023 10:58,-73.95147093,40.75307904,-73.97797411,40.72830065,5
6.93,13-06-2023 18:05,-73.98134319,40.74157259,-74.00652539,40.7371356,3
8.61,22-06-2023 07:48,-73.96351759,40.72754814,-73.95024447,40.75135956,6
7.74,30-07-2023 09:47,-73.96391177,40.7553599,-73.95112338,40.77976774,6
5.43,03-03-2023 14:50,-73.98015403,40.75150845,-73.97853888,40.74185754,1
9.25,29-06-2023 10:16,-73.96226219,40.73217961,-73.99749907,40.72940957,1
4.2,03-07-2023 03:40,-73.99433758,40.74711214,-73.99902347,40.74982399,1
9.09,04-03-2023 10:00,-74.00266482,40.76781685,-74.00657709,40.73861118,2
4.46,21-09-2023 09:00,-73.98449018,40.75542557,-73.97328846,40.75395801,1
9.77,28-11-2023 03:34,-73.95338216,40.72581504,-73.98130581,40.74800262,5
5.38,13-02-2023 11:46,-73.97995532,40.75288129,-73.98502129,40.7613694,1
6.18,15-01-2023 01:19,-73.97188445,40.7621643,-73.9784872,40.77485744,3
10,01-11-2023 20:55,-73.97255025,40.7675622,-73.95762882,40.73203086,1
6.58,04-05-2023 04:59,-74.00204563,40.75774705,-74.00575688,40.7692708,2
12.32,23-09-2023 09:15,-73.98658219,40.72915949,-73.97735464,40.77695594,2
8.24,08-11-2023 18:30,-73.96758366,40.7626104,-73.96793899,40.74241658,3
9.58,07-06-2023 18:55,-73.95168059,40.76064051,-73.95175867,40.72681976,4
14.59,02-11-2023 23:47,-73.99991894,40.72146561,-73.96561847,40.76931467,2
7.11,04-09-2023 15:16,-73.98537349,40.74470486,-73.97711313,40.76206575,4
8.56,16-05-2023 12:50,-74.00429437,40.73997701,-73.96399388,40.73276273,3
11.37,13-02-2023 06:28,-73.99545741,40.76016472,-73.95017651,40.74671342,1
9.18,07-08-2023 06:23,-73.98739444,40.73296815,-73.95667594,40.75467953,6
10.28,05-02-2023 03:44,-73.97756141,40.75545232,-74.00465422,40.73019125,4
7.35,17-08-2023 09:31,-73.99616599,40.77479236,-73.97551032,40.76289477,3
7.94,16-11-2023 23:27,-73.99634624,40.76786814,-73.96281155,40.76139296,4
3.77,10-02-2023 09:50,-73.9633302,40.77528746,-73.96968747,40.7732276,4
9.58,05-05-2023 16:32,-73.9522415,40.77871036,-73.98498193,40.75403638,1
9.98,16-01-2023 18:12,-73.99058322,40.72064021,-73.99065334,40.75445878,6
4.04,08-03-2023 19:17,-73.96872048,40.75736448,-73.9723797,40.75716324,2
5.1,17-04-2023 16:13,-73.99451517,40.74477036,-73.98525788,40.736427,4
7.56,05-07-2023 15:42,-73.95432286,40.77159127,-73.98648015,40.76551635,5
8.07,12-07-2023 09:32,-73.96962586,40.73510888,-73.95979549,40.75974996,1
7.3,15-08-2023 22:59,-73.96183939,40.77886177,-73.99106067,40.77034874,5
8.92,12-07-2023 13:29,-74.00703876,40.75682248,-73.97130456,40.76611516,1
6.31,04-04-2023 13:25,-73.97408964,40.76761224,-73.95759399,40.75831433,1
4.57,25-05-2023 05:18,-73.97834326,40.72513597,-73.97269369,40.72965353,6
11.54,01-02-2023 18:40,-73.99242019,40.73100747,-73.98043276,40.77514884,2
7.53,15-05-2023 15:26,-73.9942542,40.76550422,-74.00788184,40.74203273,5
14.4,22-11-2023 11:18,-73.97519851,40.72131919,-73.96910565,40.77785791,4
9.78,10-07-2023 02:00,-73.96761086,40.76901268,-73.95014844,40.74411225,1
10.67,29-01-2023 23:00,-74.00800963,40.72083694,-73.96149417,40.7287563,6
6.92,30-11-2023 06:52,-73.97595591,40.75942713,-73.97193203,40.77309038,5
8.2,11-05-2023 21:18,-73.99977243,40.74190564,-73.98185133,40.76770352,5
4.73,09-12-2023 19:20,-74.00157824,40.75668969,-73.99654055,40.76717776,2
10.94,25-11-2023 11:57,-73.97261283,40.76176188,-73.96847345,40.72536465,5
9.6,23-01-2023 15:29,-73.99134779,40.74054851,-73.99936188,40.77275679,4
10.89,22-05-2023 15:27,-73.98354719,40.72647775,-73.95677709,40.75578404,5
8.01,29-05-2023 08:45,-73.98840007,40.72417875,-73.98876068,40.74822134,2
6.9,11-11-2023 23:05,-73.97109982,40.75533616,-73.98601222,40.7747903,1
6.14,26-09-2023 11:03,-73.98179281,40.75123932,-73.9970375,40.75996248,5
11.89,02-02-2023 04:34,-73.95219248,40.76453206,-73.98110026,40.72798185,5
6.35,25-06-2023 23:55,-73.98885703,40.75058413,-73.96917273,40.75117223,3
7.41,29-05-2023 04:31,-73.96558294,40.74534675,-73.99183325,40.758197,4
11.19,09-12-2023 22:04,-73.99456245,40.74388523,-73.96788974,40.77391304,6
6.86,10-06-2023 05:54,-73.97947481,40.72158681,-73.97276507,40.73679365,4
8.98,23-12-2023 14:49,-73.97684581,40.74013343,-73.9876567,40.76765403,6
5.45,28-01-2023 08:38,-73.99025344,40.77856121,-73.99123175,40.76798877,6
12.82,22-04-2023 15:36,-73.98169317,40.77241333,-73.95832024,40.72768297,4
7.65,26-08-2023 23:56,-73.99324328,40.73976268,-74.0092839,40.72103399,6
9.22,06-12-2023 17:53,-74.00963995,40.75526772,-73.96704566,40.75488458,5
5.13,23-11-2023 08:50,-73.9970611,40.7708378,-73.98496477,40.76736873,4
4.18,23-08-2023 07:38,-73.96799615,40.74647646,-73.96693849,40.75326585,4
13.32,04-01-2023 19:55,-73.96374222,40.72107747,-73.97954922,40.76880085,3
10.55,20-09-2023 16:09,-73.99318783,40.72447063,-74.00496836,40.75733819,2
9.16,10-01-2023 23:35,-73.98551742,40.75062356,-73.95107686,40.75919754,2
14.11,25-12-2023 04:22,-74.00775806,40.77816636,-74.00483727,40.72168927,1
9.82,21-10-2023 21:48,-73.99577623,40.76159257,-74.00049391,40.72531589,6
12.46,05-02-2023 04:23,-73.96324684,40.72425497,-73.98477988,40.76350178,6
11.17,28-10-2023 07:53,-73.97364082,40.73136165,-73.9533226,40.7657706,6
6.76,03-01-2023 10:39,-73.99765377,40.76627939,-73.99241567,40.75253068,6
7.66,09-06-2023 06:47,-73.99455348,40.77048639,-73.97588027,40.75540991,3
5.6,04-01-2023 05:51,-73.96099188,40.75706168,-73.97871381,40.75686195,6
9.07,13-12-2023 19:48,-73.99745495,40.75866539,-73.99019115,40.72629948,6
10.62,26-11-2023 05:45,-73.98995054,40.72170025,-73.96822005,40.76007452,5
7.96,09-10-2023 15:32,-73.97013848,40.76971182,-73.97991226,40.7487082,6
4.97,05-06-2023 23:04,-73.97633326,40.76729651,-73.9753028,40.75615138,6
7.32,29-06-2023 12:06,-73.98234779,40.73554211,-73.99739067,40.75378851,1
4.8,10-05-2023 20:19,-73.95601553,40.7625206,-73.95440706,40.76578001,4
4.58,09-10-2023 00:09,-73.99681737,40.73289128,-74.00336574,40.7391141,1
6.84,20-02-2023 10:44,-73.96551481,40.72241981,-73.96858385,40.74241157,2
10.54,29-11-2023 08:23,-74.00045617,40.73206819,-73.95684623,40.74349638,1
11.59,18-10-2023 16:02,-73.97305597,40.73071773,-74.00495876,40.76574737,1
10.94,12-09-2023 13:30,-73.95776259,40.74026488,-74.00827488,40.74586676,6
5.7,13-11-2023 16:44,-73.98252589,40.74510697,-73.99001078,40.73062449,3
8.48,30-05-2023 18:36,-73.96654233,40.75051233,-73.96260312,40.77898246,4
4.14,17-11-2023 11:38,-73.9607764,40.74860523,-73.96695801,40.74960291,5
10.61,19-03-2023 22:36,-74.00183841,40.73624048,-73.96067057,40.72655488,6
10.32,07-10-2023 02:31,-73.96765039,40.72175024,-73.98615009,40.7602165,5
5.86,21-07-2023 20:23,-73.95480954,40.7563061,-73.95037446,40.76434974,3
4.91,21-07-2023 15:43,-73.97541776,40.74374469,-73.98803363,40.75001337,6
11.1,24-09-2023 09:18,-73.99883267,40.73792033,-73.96167701,40.75878743,3
10.99,03-10-2023 11:25,-74.00238345,40.77201646,-73.98895161,40.73036049,6
7.39,04-02-2023 22:47,-73.99441588,40.7648046,-73.99689337,40.74207534,6
12.3,23-06-2023 09:47,-74.0037892,40.77146593,-73.98979986,40.72970972,5
6.23,19-03-2023 22:16,-73.97919636,40.74969897,-73.99843933,40.74323412,6
8.72,03-12-2023 01:42,-74.00581772,40.72785588,-74.00225336,40.75376803,1
6.79,27-10-2023 08:58,-73.99659572,40.76177329,-73.98816217,40.74655236,4
8.93,01-06-2023 12:33,-73.98360537,40.73236443,-74.00119235,40.75559289,5
4.88,16-08-2023 08:09,-73.98156511,40.74647378,-73.97986027,40.75010555,1
8.48,23-02-2023 10:34,-73.97607609,40.72390005,-74.00787527,40.73906886,1
12.33,26-01-2023 00:13,-73.9676631,40.7695185,-73.98412033,40.72860496,2
12.41,13-03-2023 02:50,-74.00716628,40.72755644,-73.95251967,40.73516037,3
12.16,09-02-2023 21:05,-74.00516274,40.77418585,-73.98846931,40.7320428,6
5.53,30-03-2023 06:35,-74.00634845,40.77185384,-74.00174152,40.76244534,6
8.62,14-05-2023 18:30,-73.98461098,40.74787497,-73.9916882,40.76919801,5
9.13,03-05-2023 01:00,-74.00748912,40.76466209,-73.96252333,40.76322332,5
6.99,28-10-2023 20:37,-73.96523512,40.7571667,-73.99118045,40.75862405,6
8.76,16-05-2023 07:55,-73.99661999,40.76818454,-73.98699024,40.73847108,4
6.08,27-12-2023 20:38,-73.95364725,40.74590831,-73.96267281,40.76265913,6
7.05,16-07-2023 03:50,-73.98081577,40.76714851,-73.99436637,40.75630501,6
7.91,03-03-2023 04:06,-73.98322045,40.74774741,-73.98130256,40.7228136,5
8.95,07-11-2023 06:50,-73.96316768,40.77645795,-74.0062099,40.77445673,1
9.8,31-01-2023 02:08,-73.96721076,40.74918233,-73.99955577,40.72479723,1
6.71,24-06-2023 09:05,-73.97356146,40.74775716,-73.99743316,40.75016247,4
7.84,24-09-2023 19:01,-73.9538912,40.76710431,-73.9821851,40.75078415,1
6.99,26-02-2023 01:21,-73.98466444,40.76929466,-73.96074118,40.77022043,1
8.34,06-04-2023 11:01,-73.9614881,40.75326935,-73.98872939,40.77478405,5
11.52,22-11-2023 00:18,-73.98719442,40.73078787,-73.98717073,40.77638055,3
8.71,13-01-2023 18:53,-73.95969926,40.74806549,-73.99193968,40.75418033,5
6.43,03-04-2023 19:47,-73.99443152,40.77808435,-73.99077054,40.76074253,2
11.39,25-02-2023 19:19,-73.99264398,40.76517917,-73.98578974,40.72531119,4
7.05,19-02-2023 02:54,-73.96932783,40.76866976,-73.9560358,40.74927496,6
13.5,03-03-2023 06:59,-73.9972372,40.72196953,-74.00853743,40.7738714,1
6.11,09-08-2023 01:35,-73.99625075,40.74807157,-73.97252488,40.74734183,5
10.83,08-05-2023 04:46,-73.99168425,40.75879727,-73.95673903,40.72417564,5
11.09,17-11-2023 22:46,-73.96926427,40.76980196,-73.98498239,40.73203847,6
8.83,14-02-2023 14:04,-73.95663671,40.72295642,-73.97094518,40.74577042,6
10.92,05-10-2023 01:08,-73.96952594,40.77114633,-73.97485713,40.7342517,1
8.61,16-08-2023 19:17,-73.96033115,40.75290406,-73.98968211,40.74353756,4
7.28,13-02-2023 20:32,-73.97738636,40.73183884,-74.00175493,40.73997771,5
5.19,29-04-2023 23:40,-74.00586461,40.73903531,-73.99682297,40.73913574,3
4.86,13-04-2023 17:53,-74.00397203,40.73691577,-74.00655329,40.72546988,6
8.55,26-04-2023 13:49,-73.97673648,40.75185154,-73.96411635,40.77296288,1
10.66,23-08-2023 20:33,-73.99033194,40.72310114,-73.97803157,40.76156238,4
11.42,03-02-2023 16:07,-73.99676592,40.72951217,-73.96286199,40.75740291,2
6.44,22-06-2023 03:25,-73.98202458,40.76876158,-73.9925882,40.75638816,6
5.92,01-04-2023 09:40,-73.9700102,40.72795624,-73.96171967,40.74379013,1
10.06,18-09-2023 00:17,-73.98690048,40.73400378,-73.99144774,40.76939892,2
12.08,15-11-2023 23:25,-73.96184746,40.74720224,-74.00271996,40.7758024,1
9.05,30-04-2023 02:03,-73.96568861,40.75102725,-73.97797136,40.72033703,5
10.83,18-08-2023 20:36,-73.96590511,40.76581663,-73.95328227,40.72475191,4
8.08,16-10-2023 19:15,-73.95088862,40.74683995,-73.98513636,40.76049854,3
10.44,22-09-2023 22:31,-73.9922862,40.76739188,-73.97907668,40.734164,2
6.97,11-04-2023 16:07,-73.97131646,40.75710078,-73.98292264,40.7747023,2
10.01,13-08-2023 11:42,-73.9586713,40.72678598,-73.98255391,40.76004478,1
7.66,19-03-2023 11:34,-73.97522853,40.72937989,-73.99713868,40.74209748,2
5.95,09-05-2023 10:05,-73.96262987,40.74622202,-73.98465106,40.74491694,1
7.36,10-09-2023 15:27,-73.98513287,40.74381336,-73.98018594,40.76145295,1
10.63,30-10-2023 00:08,-73.97457052,40.76461266,-73.96530849,40.72845785,2
6.5,10-06-2023 11:12,-74.00666002,40.75484423,-74.00161009,40.77300471,2
9.87,26-01-2023 19:58,-73.95085394,40.74328798,-73.97570316,40.7202863,5
12.86,27-05-2023 15:03,-73.96199889,40.73024562,-73.97026841,40.77873682,5
6.99,16-07-2023 22:21,-73.95787146,40.73361023,-73.98703244,40.73005873,6
6.2,23-11-2023 18:31,-73.96834234,40.75453006,-73.97705014,40.76452668,5
9.39,19-09-2023 17:27,-73.998837,40.74540633,-73.96735548,40.72239548,4
7.9,28-05-2023 22:06,-74.00813829,40.75089565,-73.98209393,40.74588573,3
10.23,26-01-2023 06:59,-73.9581206,40.73024065,-73.98999894,40.75781882,5
10.32,10-03-2023 11:01,-73.98622016,40.75977438,-73.96051781,40.72421365,5
11.53,23-02-2023 01:24,-73.99416811,40.77115232,-73.95067099,40.74659761,1
6.13,20-04-2023 08:19,-73.97629962,40.73547637,-73.99700187,40.73818818,3
8.41,18-02-2023 11:42,-73.98474609,40.74949085,-73.95663632,40.74989462,2
9.58,15-06-2023 00:50,-73.97090004,40.77853164,-73.97727427,40.75027459,4
8.34,11-12-2023 09:44,-73.98097241,40.7399945,-73.9831246,40.7671139,2
8.16,18-12-2023 15:02,-73.96816601,40.75570278,-73.95641021,40.72741027,1
4.07,29-04-2023 13:54,-73.9587946,40.72541174,-73.95537967,40.72496318,4
6.2,02-12-2023 05:58,-73.99826658,40.7563609,-73.99364059,40.74411341,5
12.92,22-05-2023 14:45,-73.99023403,40.72537791,-73.98849766,40.7732512,3
6.95,17-07-2023 08:09,-73.98379106,40.77755413,-73.95888455,40.77131617,3
7.2,13-03-2023 02:55,-73.95227649,40.76293976,-73.98055053,40.75359957,5
4.94,04-05-2023 07:21,-73.98807998,40.76728959,-73.99271828,40.77332643,2
8.6,23-06-2023 04:23,-73.98713401,40.76224626,-73.95226944,40.76832062,2
9.64,29-12-2023 23:49,-73.97079165,40.75538374,-73.99697772,40.73667637,5
7.22,26-10-2023 06:12,-73.98484802,40.74699477,-73.97337977,40.73020638,5
10.62,19-08-2023 11:01,-73.95292658,40.7715024,-73.98432501,40.73806939,3
12.33,30-04-2023 00:43,-73.95633187,40.77741014,-73.98292191,40.73362707,2
7.33,18-05-2023 09:03,-73.97919547,40.74994217,-74.00364071,40.75736313,6
9.33,22-01-2023 19:53,-73.97131349,40.7758921,-73.9945717,40.75509395,4
4.41,23-07-2023 10:06,-74.00651817,40.75499997,-73.99998017,40.75590624,4
8.09,12-05-2023 23:48,-73.96825617,40.75230305,-73.96502251,40.73135821,1
6.64,08-04-2023 04:07,-73.96756795,40.74726896,-73.96813534,40.76751176,1
7.79,21-07-2023 01:27,-73.98844804,40.73255727,-73.96235376,40.74601757,1
10.27,17-03-2023 13:03,-73.99681903,40.72022318,-73.96804423,40.74834712,2
13.46,25-11-2023 22:05,-73.9550953,40.73449037,-74.00227738,40.77981771,4
9.42,25-05-2023 10:44,-73.98439771,40.75058339,-73.95128448,40.73693631,2
8.17,23-01-2023 18:27,-73.97077763,40.7427976,-73.99868899,40.74364828,5
6.9,03-07-2023 10:03,-74.00800027,40.74690911,-73.98897302,40.76058779,3
7.18,30-07-2023 19:48,-73.98515597,40.77883889,-73.96758736,40.77282478,6
10.31,13-01-2023 01:44,-73.96096447,40.74101634,-74.00157306,40.72760686,1
7.87,04-09-2023 10:55,-73.98674544,40.74713098,-73.99976963,40.76410275,5
13.02,30-09-2023 09:39,-73.97381033,40.72801093,-73.95740549,40.77509683,5
8.52,23-10-2023 00:02,-73.99740865,40.72287746,-73.9900791,40.74537548,6
10.41,19-07-2023 12:56,-73.98500846,40.76652457,-73.97006495,40.73720362,3
5.55,07-08-2023 16:31,-73.95434174,40.75424099,-73.95847509,40.76066423,4
10.25,06-02-2023 02:50,-73.9760129,40.76564229,-73.95160796,40.73476442,4
10.28,22-05-2023 18:07,-73.95588411,40.72899177,-73.99738286,40.74305738,5
11.3,04-01-2023 03:42,-73.95587884,40.75430973,-74.00262431,40.7738148,3
7.72,14-10-2023 18:58,-73.95335113,40.73521855,-73.96555578,40.75541995,4
10.3,20-05-2023 03:34,-73.9562765,40.73368371,-73.99870789,40.72569864,1
9.51,28-12-2023 14:19,-74.00980313,40.72069156,-73.97518859,40.73978185,2
9.73,03-12-2023 05:57,-73.95395911,40.72782044,-73.97804129,40.75763591,3
6.71,19-08-2023 02:05,-74.00175243,40.73855609,-73.9764046,40.74888986,6
10.77,16-05-2023 06:14,-74.00760442,40.72701273,-73.97101243,40.75962036,5
10.23,16-01-2023 11:46,-74.00667669,40.77915151,-73.95894648,40.76568649,2
4.87,01-05-2023 23:42,-73.98906503,40.73851796,-73.99369092,40.74883691,4
12.29,04-10-2023 19:07,-73.97275175,40.72781944,-73.9766854,40.7792171,4
12.03,07-12-2023 12:28,-73.98586133,40.73194494,-73.9897989,40.77488043,6
10.52,01-08-2023 08:09,-74.00846674,40.75526219,-73.99087596,40.72359444,3
7.75,16-02-2023 05:05,-73.98141104,40.72384261,-74.00877483,40.73598587,2
10.99,04-03-2023 14:02,-73.98347216,40.77174605,-73.97403585,40.73803261,4
12.68,29-06-2023 15:15,-73.96458904,40.77768998,-73.95164967,40.73105742,3
6.9,09-02-2023 04:20,-73.99322323,40.73480485,-73.96432462,40.73872099,2
3.59,16-11-2023 16:02,-73.99694813,40.74700572,-73.99543238,40.74548924,5
7.63,18-11-2023 16:13,-73.99464366,40.72132807,-73.96703251,40.72309306,5
10.23,20-02-2023 10:57,-73.99177561,40.75844261,-73.99216167,40.72763801,4
7.71,23-09-2023 20:50,-73.97405011,40.74483556,-73.96478104,40.72577475,3
6.68,11-04-2023 17:57,-73.98170847,40.73620351,-73.95870406,40.72277902,1
6.95,08-08-2023 13:23,-73.98978633,40.73241023,-73.98994023,40.74888982,4
8.65,19-09-2023 14:14,-73.98754115,40.75924138,-74.00986879,40.74002818,1
10.14,25-03-2023 08:45,-73.98774458,40.74497302,-73.99169895,40.77612683,2
9.41,26-05-2023 15:51,-73.9516556,40.73077956,-73.99764862,40.72616563,3
8.38,19-02-2023 21:55,-73.99602018,40.76134654,-73.97288313,40.77556212,6
11.33,16-10-2023 19:24,-73.96091631,40.75390434,-73.99259563,40.72519274,4
10.49,14-12-2023 11:30,-73.96750735,40.77152032,-74.00783722,40.75715304,5
8.07,07-11-2023 20:02,-74.0096658,40.72704855,-73.97811993,40.73486382,2
5,20-09-2023 02:21,-73.95040943,40.76714,-73.95751886,40.76960834,6
11.56,09-12-2023 22:53,-73.96461364,40.76041101,-73.98291966,40.72368849,2
14.25,14-03-2023 07:43,-73.96905302,40.72690066,-73.98742215,40.77715049,2
10.77,17-10-2023 07:56,-73.98568052,40.76168924,-73.99928902,40.72283543,1
5.61,24-09-2023 23:41,-73.97668781,40.74649284,-73.98675706,40.7344668,1
9.51,11-08-2023 04:50,-73.99480375,40.77669909,-73.99014486,40.74785108,6
13.49,11-09-2023 14:25,-74.007871,40.72849668,-73.95030462,40.76536347,2
11.38,04-04-2023 09:01,-73.9598387,40.75857,-74.00817183,40.77706676,4
9.9,27-10-2023 01:39,-73.95621093,40.7429188,-73.9956691,40.74568255,1
5.35,03-05-2023 00:21,-74.00025176,40.77740888,-74.00588226,40.76543861,3
7.82,23-03-2023 05:57,-73.96277663,40.73979849,-73.9585549,40.76362975,5
9.38,10-09-2023 09:38,-73.96553084,40.77773115,-73.98496144,40.75427013,4
9.32,27-02-2023 07:14,-73.9992975,40.77408915,-73.96222381,40.76145515,6
6.37,15-11-2023 08:33,-73.98469027,40.73622299,-73.96847075,40.722284,6
8.64,08-02-2023 20:26,-73.98463452,40.76821251,-73.95431811,40.74649464,3
10.37,06-01-2023 23:10,-73.96440214,40.77973625,-74.00857415,40.76715164,6
8.51,08-08-2023 20:46,-73.95974035,40.73515978,-73.99755931,40.74845327,6
10.37,08-01-2023 16:44,-74.00431349,40.74620663,-73.96787803,40.77241028,1
7.28,27-04-2023 07:07,-73.97622185,40.75121084,-73.97488657,40.77001827,5
8.98,25-02-2023 01:02,-73.96429509,40.73769587,-73.96832039,40.77180676,2
6.47,20-05-2023 08:04,-73.96282856,40.72091589,-73.97547122,40.7277998,5
8.15,16-10-2023 23:51,-74.00112039,40.73320775,-73.97513873,40.73464847,2
7.84,03-02-2023 12:39,-73.97846969,40.73691621,-73.95404556,40.72177584,6
8.72,21-10-2023 16:33,-73.95854648,40.74661598,-73.95472247,40.77896804,3
5.58,07-09-2023 14:09,-73.99088889,40.73026615,-74.0077202,40.73416829,3
9.57,07-07-2023 02:58,-73.98449299,40.77239526,-73.98517989,40.7420256,4
8.08,23-08-2023 19:18,-73.96173849,40.76229467,-73.97936576,40.73649559,3
6.57,20-09-2023 12:48,-74.00464083,40.72511203,-73.98852573,40.72238762,1
12.35,27-01-2023 08:48,-73.9584304,40.75900555,-74.00702649,40.73567548,1
9.88,20-01-2023 01:11,-73.9913306,40.75921939,-73.9816621,40.72589174,5
14.56,27-04-2023 22:10,-74.00991298,40.77737327,-73.95145822,40.74365699,6
13.86,15-05-2023 21:51,-73.99595045,40.72018125,-74.00566732,40.77800945,2
12.48,17-07-2023 02:39,-74.00462996,40.73487595,-73.96099929,40.76189574,6
6.15,15-11-2023 17:25,-74.00445691,40.77566749,-73.99826085,40.76241405,5
9.99,31-08-2023 15:47,-73.96842986,40.77592803,-73.9753923,40.74719056,4
5.36,21-05-2023 22:30,-73.99716142,40.76323519,-73.98677816,40.76867824,6
9.2,01-03-2023 03:35,-73.95391546,40.7659458,-73.9890595,40.77449705,4
14.43,25-09-2023 01:25,-73.97901333,40.72548898,-73.95777518,40.777693,6
10.53,18-12-2023 04:45,-73.9823941,40.75083255,-73.95159151,40.72593941,1
11.34,10-08-2023 10:13,-73.98394299,40.73389498,-73.98679997,40.77277864,4
3.44,28-04-2023 20:17,-73.96844474,40.73087308,-73.9715734,40.73350497,6
8.09,17-01-2023 06:17,-73.98286423,40.7686182,-73.97661518,40.74383601,1
6.01,13-02-2023 13:53,-74.00228398,40.72810229,-74.0053847,40.74072863,2
11.5,10-07-2023 00:19,-73.95718967,40.7481191,-74.00753035,40.7605078,5
8.16,19-05-2023 13:57,-73.98429628,40.77631469,-73.9635957,40.75587547,6
6.5,01-09-2023 04:06,-74.00555973,40.73114992,-73.98632794,40.72654629,4
6.27,20-05-2023 02:52,-73.97823804,40.77867961,-73.99154555,40.76696936,2
10.86,19-08-2023 06:39,-73.97115919,40.77965728,-73.95086503,40.74637872,4
9.14,22-04-2023 23:30,-73.99346505,40.75333703,-74.0048862,40.72013331,3
9.27,05-03-2023 10:47,-73.96197958,40.73020856,-73.99385625,40.7448702,4
6.96,14-01-2023 22:56,-73.96981345,40.73896629,-73.9585919,40.75097989,2
7.04,02-07-2023 12:14,-73.97097953,40.74546957,-73.98510007,40.72413248,4
